REF_DATE,City,Age group,Gender,VALUE
1988,Edmonton,65 years and over,Femme,23900.0
1988,Vancouver,15 to 24 years,Homme,16500.0
1988,Vancouver,15 to 24 years,Femme,20300.0
1988,Vancouver,25 to 34 years,Homme,67800.0
1988,Vancouver,25 to 34 years,Femme,45000.0
1988,Vancouver,35 to 44 years,Homme,76800.0
1988,Vancouver,35 to 44 years,Femme,43900.0
1988,Vancouver,45 to 54 years,Homme,80500.0
1988,Vancouver,45 to 54 years,Femme,34300.0
1988,Vancouver,55 to 64 years,Homme,71600.0
1988,Vancouver,55 to 64 years,Femme,27700.0
1988,Vancouver,65 years and over,Homme,30700.0
1988,Vancouver,65 years and over,Femme,21400.0
1989,Québec,15 to 24 years,Homme,20800.0
1989,Québec,15 to 24 years,Femme,13600.0
1989,Québec,25 to 34 years,Homme,58200.0
1989,Québec,25 to 34 years,Femme,38900.0
1989,Québec,35 to 44 years,Homme,71800.0
1989,Québec,35 to 44 years,Femme,45300.0
1989,Québec,45 to 54 years,Homme,76300.0
1989,Québec,45 to 54 years,Femme,28100.0
1989,Québec,55 to 64 years,Homme,57500.0
1989,Québec,55 to 64 years,Femme,18800.0
1989,Québec,65 years and over,Homme,27200.0
1989,Québec,65 years and over,Femme,19500.0
1989,Montréal,15 to 24 years,Homme,20800.0
1989,Montréal,15 to 24 years,Femme,16300.0
1989,Montréal,25 to 34 years,Homme,57400.0
1989,Montréal,25 to 34 years,Femme,37800.0
1989,Montréal,35 to 44 years,Homme,69500.0
1989,Montréal,35 to 44 years,Femme,34200.0
1989,Montréal,45 to 54 years,Homme,74700.0
1989,Montréal,45 to 54 years,Femme,39000.0
1989,Montréal,55 to 64 years,Homme,54900.0
1989,Montréal,55 to 64 years,Femme,27600.0
1989,Montréal,65 years and over,Homme,31000.0
1989,Montréal,65 years and over,Femme,19400.0
1989,Ottawa,15 to 24 years,Homme,20000.0
1989,Ottawa,15 to 24 years,Femme,17400.0
1989,Ottawa,25 to 34 years,Homme,55700.0
1989,Ottawa,25 to 34 years,Femme,47400.0
1989,Ottawa,35 to 44 years,Homme,86500.0
1989,Ottawa,35 to 44 years,Femme,55900.0
1989,Ottawa,45 to 54 years,Homme,94400.0
1989,Ottawa,45 to 54 years,Femme,48200.0
1989,Ottawa,55 to 64 years,Homme,59800.0
1989,Ottawa,55 to 64 years,Femme,31400.0
1989,Ottawa,65 years and over,Homme,56500.0
1989,Ottawa,65 years and over,Femme,29900.0
1989,Toronto,15 to 24 years,Homme,23400.0
1989,Toronto,15 to 24 years,Femme,25700.0
1989,Toronto,25 to 34 years,Homme,62400.0
1989,Toronto,25 to 34 years,Femme,46300.0
1989,Toronto,35 to 44 years,Homme,79600.0
1989,Toronto,35 to 44 years,Femme,53800.0
1989,Toronto,45 to 54 years,Homme,79600.0
1989,Toronto,45 to 54 years,Femme,47300.0
1989,Toronto,55 to 64 years,Homme,68800.0
1989,Toronto,55 to 64 years,Femme,30400.0
1989,Toronto,65 years and over,Homme,43000.0
1989,Toronto,65 years and over,Femme,27200.0
1989,Winnipeg,15 to 24 years,Homme,17600.0
1989,Winnipeg,15 to 24 years,Femme,20500.0
1989,Winnipeg,25 to 34 years,Homme,52500.0
1989,Winnipeg,25 to 34 years,Femme,35100.0
1989,Winnipeg,35 to 44 years,Homme,71100.0
1989,Winnipeg,35 to 44 years,Femme,35900.0
1989,Winnipeg,45 to 54 years,Homme,76600.0
1989,Winnipeg,45 to 54 years,Femme,35500.0
1989,Winnipeg,55 to 64 years,Homme,60300.0
1989,Winnipeg,55 to 64 years,Femme,28300.0
1989,Winnipeg,65 years and over,Homme,36000.0
1989,Winnipeg,65 years and over,Femme,24400.0
1989,Calgary,15 to 24 years,Homme,21700.0
1989,Calgary,15 to 24 years,Femme,16500.0
1989,Calgary,25 to 34 years,Homme,61000.0
1989,Calgary,25 to 34 years,Femme,40000.0
1989,Calgary,35 to 44 years,Homme,76600.0
1989,Calgary,35 to 44 years,Femme,44500.0
1989,Calgary,45 to 54 years,Homme,77800.0
1989,Calgary,45 to 54 years,Femme,36400.0
1989,Calgary,55 to 64 years,Homme,55800.0
1989,Calgary,55 to 64 years,Femme,26900.0
1989,Calgary,65 years and over,Homme,38100.0
1989,Calgary,65 years and over,Femme,24900.0
1989,Edmonton,15 to 24 years,Homme,19600.0
1989,Edmonton,15 to 24 years,Femme,14900.0
1989,Edmonton,25 to 34 years,Homme,57900.0
1989,Edmonton,25 to 34 years,Femme,38700.0
1989,Edmonton,35 to 44 years,Homme,77400.0
1989,Edmonton,35 to 44 years,Femme,42200.0
1989,Edmonton,45 to 54 years,Homme,81700.0
1989,Edmonton,45 to 54 years,Femme,40800.0
1989,Edmonton,55 to 64 years,Homme,63000.0
1989,Edmonton,55 to 64 years,Femme,26400.0
1989,Edmonton,65 years and over,Homme,34000.0
1989,Edmonton,65 years and over,Femme,22100.0
1989,Vancouver,15 to 24 years,Homme,31200.0
1989,Vancouver,15 to 24 years,Femme,19000.0
1989,Vancouver,25 to 34 years,Homme,57400.0
1989,Vancouver,25 to 34 years,Femme,40200.0
1989,Vancouver,35 to 44 years,Homme,78700.0
1989,Vancouver,35 to 44 years,Femme,38900.0
1989,Vancouver,45 to 54 years,Homme,76100.0
1989,Vancouver,45 to 54 years,Femme,35400.0
1989,Vancouver,55 to 64 years,Homme,65000.0
1989,Vancouver,55 to 64 years,Femme,27000.0
1989,Vancouver,65 years and over,Homme,43000.0
1989,Vancouver,65 years and over,Femme,25600.0
1990,Québec,15 to 24 years,Homme,13900.0
1990,Québec,15 to 24 years,Femme,16800.0
1990,Québec,25 to 34 years,Homme,49200.0
1990,Québec,25 to 34 years,Femme,28700.0
1990,Québec,35 to 44 years,Homme,67100.0
1990,Québec,35 to 44 years,Femme,40200.0
1990,Québec,45 to 54 years,Homme,68900.0
1990,Québec,45 to 54 years,Femme,33700.0
1990,Québec,55 to 64 years,Homme,46400.0
1990,Québec,55 to 64 years,Femme,21100.0
1990,Québec,65 years and over,Homme,26400.0
1990,Québec,65 years and over,Femme,19300.0
1990,Montréal,15 to 24 years,Homme,14400.0
1990,Montréal,15 to 24 years,Femme,14400.0
1990,Montréal,25 to 34 years,Homme,50100.0
1990,Montréal,25 to 34 years,Femme,34500.0
1990,Montréal,35 to 44 years,Homme,66700.0
1990,Montréal,35 to 44 years,Femme,42100.0
1990,Montréal,45 to 54 years,Homme,77000.0
1990,Montréal,45 to 54 years,Femme,32700.0
1990,Montréal,55 to 64 years,Homme,53200.0
1990,Montréal,55 to 64 years,Femme,24900.0
1990,Montréal,65 years and over,Homme,29800.0
1990,Montréal,65 years and over,Femme,21500.0
1990,Ottawa,15 to 24 years,Homme,17900.0
1990,Ottawa,15 to 24 years,Femme,14400.0
1990,Ottawa,25 to 34 years,Homme,65600.0
1990,Ottawa,25 to 34 years,Femme,44600.0
1990,Ottawa,35 to 44 years,Homme,88800.0
1990,Ottawa,35 to 44 years,Femme,48000.0
1990,Ottawa,45 to 54 years,Homme,91500.0
1990,Ottawa,45 to 54 years,Femme,52600.0
1990,Ottawa,55 to 64 years,Homme,69500.0
1990,Ottawa,55 to 64 years,Femme,37200.0
1990,Ottawa,65 years and over,Homme,50800.0
1990,Ottawa,65 years and over,Femme,32200.0
1990,Toronto,15 to 24 years,Homme,15600.0
1990,Toronto,15 to 24 years,Femme,16400.0
1990,Toronto,25 to 34 years,Homme,63200.0
1990,Toronto,25 to 34 years,Femme,43100.0
1990,Toronto,35 to 44 years,Homme,73000.0
1990,Toronto,35 to 44 years,Femme,45300.0
1990,Toronto,45 to 54 years,Homme,81600.0
1990,Toronto,45 to 54 years,Femme,46600.0
1990,Toronto,55 to 64 years,Homme,66700.0
1990,Toronto,55 to 64 years,Femme,38600.0
1990,Toronto,65 years and over,Homme,39100.0
1990,Toronto,65 years and over,Femme,27600.0
1990,Winnipeg,15 to 24 years,Homme,16800.0
1990,Winnipeg,15 to 24 years,Femme,17800.0
1990,Winnipeg,25 to 34 years,Homme,50300.0
1990,Winnipeg,25 to 34 years,Femme,35500.0
1990,Winnipeg,35 to 44 years,Homme,72400.0
1990,Winnipeg,35 to 44 years,Femme,39400.0
1990,Winnipeg,45 to 54 years,Homme,68400.0
1990,Winnipeg,45 to 54 years,Femme,36700.0
1990,Winnipeg,55 to 64 years,Homme,55200.0
1990,Winnipeg,55 to 64 years,Femme,20000.0
1990,Winnipeg,65 years and over,Homme,44600.0
1990,Winnipeg,65 years and over,Femme,25900.0
1990,Calgary,15 to 24 years,Homme,18900.0
1990,Calgary,15 to 24 years,Femme,20400.0
1990,Calgary,25 to 34 years,Homme,53500.0
1990,Calgary,25 to 34 years,Femme,39900.0
1990,Calgary,35 to 44 years,Homme,78400.0
1990,Calgary,35 to 44 years,Femme,40500.0
1990,Calgary,45 to 54 years,Homme,79700.0
1990,Calgary,45 to 54 years,Femme,41400.0
1990,Calgary,55 to 64 years,Homme,56600.0
1990,Calgary,55 to 64 years,Femme,27200.0
1990,Calgary,65 years and over,Homme,31800.0
1990,Calgary,65 years and over,Femme,23900.0
1990,Edmonton,15 to 24 years,Homme,16400.0
1990,Edmonton,15 to 24 years,Femme,13000.0
1990,Edmonton,25 to 34 years,Homme,59500.0
1990,Edmonton,25 to 34 years,Femme,37500.0
1990,Edmonton,35 to 44 years,Homme,75800.0
1990,Edmonton,35 to 44 years,Femme,39000.0
1990,Edmonton,45 to 54 years,Homme,76800.0
1990,Edmonton,45 to 54 years,Femme,40100.0
1990,Edmonton,55 to 64 years,Homme,65400.0
1990,Edmonton,55 to 64 years,Femme,30200.0
1990,Edmonton,65 years and over,Homme,38100.0
1990,Edmonton,65 years and over,Femme,25200.0
1990,Vancouver,15 to 24 years,Homme,15500.0
1990,Vancouver,15 to 24 years,Femme,14800.0
1990,Vancouver,25 to 34 years,Homme,61500.0
1990,Vancouver,25 to 34 years,Femme,38800.0
1990,Vancouver,35 to 44 years,Homme,67700.0
1990,Vancouver,35 to 44 years,Femme,49400.0
1990,Vancouver,45 to 54 years,Homme,82100.0
1990,Vancouver,45 to 54 years,Femme,40600.0
1990,Vancouver,55 to 64 years,Homme,62400.0
1990,Vancouver,55 to 64 years,Femme,25400.0
1990,Vancouver,65 years and over,Homme,35100.0
1990,Vancouver,65 years and over,Femme,24100.0
1991,Québec,15 to 24 years,Homme,11700.0
1991,Québec,15 to 24 years,Femme,9700.0
1991,Québec,25 to 34 years,Homme,55800.0
1991,Québec,25 to 34 years,Femme,30700.0
1991,Québec,35 to 44 years,Homme,71100.0
1991,Québec,35 to 44 years,Femme,47500.0
1991,Québec,45 to 54 years,Homme,71200.0
1991,Québec,45 to 54 years,Femme,40800.0
1991,Québec,55 to 64 years,Homme,51900.0
1991,Québec,55 to 64 years,Femme,19100.0
1991,Québec,65 years and over,Homme,
1991,Québec,65 years and over,Femme,20900.0
1991,Montréal,15 to 24 years,Homme,17600.0
1991,Montréal,15 to 24 years,Femme,13500.0
1991,Montréal,25 to 34 years,Homme,41200.0
1991,Montréal,25 to 34 years,Femme,32800.0
1991,Montréal,35 to 44 years,Homme,67700.0
1991,Montréal,35 to 44 years,Femme,35500.0
1991,Montréal,45 to 54 years,Homme,67500.0
1991,Montréal,45 to 54 years,Femme,31800.0
1991,Montréal,55 to 64 years,Homme,50900.0
1991,Montréal,55 to 64 years,Femme,17100.0
1991,Montréal,65 years and over,Homme,31500.0
1991,Montréal,65 years and over,Femme,22600.0
1991,Ottawa,15 to 24 years,Homme,15200.0
1991,Ottawa,15 to 24 years,Femme,15200.0
1991,Ottawa,25 to 34 years,Homme,50900.0
1991,Ottawa,25 to 34 years,Femme,46200.0
1991,Ottawa,35 to 44 years,Homme,72800.0
1991,Ottawa,35 to 44 years,Femme,52100.0
1991,Ottawa,45 to 54 years,Homme,81500.0
1991,Ottawa,45 to 54 years,Femme,42500.0
1991,Ottawa,55 to 64 years,Homme,62600.0
1991,Ottawa,55 to 64 years,Femme,26600.0
1991,Ottawa,65 years and over,Homme,59100.0
1991,Ottawa,65 years and over,Femme,28300.0
1991,Toronto,15 to 24 years,Homme,13200.0
1991,Toronto,15 to 24 years,Femme,15500.0
1991,Toronto,25 to 34 years,Homme,53500.0
1991,Toronto,25 to 34 years,Femme,44000.0
1991,Toronto,35 to 44 years,Homme,70200.0
1991,Toronto,35 to 44 years,Femme,41800.0
1991,Toronto,45 to 54 years,Homme,77700.0
1991,Toronto,45 to 54 years,Femme,49700.0
1991,Toronto,55 to 64 years,Homme,63200.0
1991,Toronto,55 to 64 years,Femme,31800.0
1991,Toronto,65 years and over,Homme,30800.0
1991,Toronto,65 years and over,Femme,24200.0
1991,Winnipeg,15 to 24 years,Homme,14400.0
1991,Winnipeg,15 to 24 years,Femme,13800.0
1991,Winnipeg,25 to 34 years,Homme,45000.0
1991,Winnipeg,25 to 34 years,Femme,37000.0
1991,Winnipeg,35 to 44 years,Homme,60600.0
1991,Winnipeg,35 to 44 years,Femme,38300.0
1991,Winnipeg,45 to 54 years,Homme,67500.0
1991,Winnipeg,45 to 54 years,Femme,42500.0
1991,Winnipeg,55 to 64 years,Homme,55500.0
1991,Winnipeg,55 to 64 years,Femme,18100.0
1991,Winnipeg,65 years and over,Homme,36500.0
1991,Winnipeg,65 years and over,Femme,26000.0
1991,Calgary,15 to 24 years,Homme,15900.0
1991,Calgary,15 to 24 years,Femme,20800.0
1991,Calgary,25 to 34 years,Homme,54800.0
1991,Calgary,25 to 34 years,Femme,33500.0
1991,Calgary,35 to 44 years,Homme,76100.0
1991,Calgary,35 to 44 years,Femme,36800.0
1991,Calgary,45 to 54 years,Homme,72900.0
1991,Calgary,45 to 54 years,Femme,36400.0
1991,Calgary,55 to 64 years,Homme,59600.0
1991,Calgary,55 to 64 years,Femme,25400.0
1991,Calgary,65 years and over,Homme,38800.0
1991,Calgary,65 years and over,Femme,27400.0
1991,Edmonton,15 to 24 years,Homme,13500.0
1991,Edmonton,15 to 24 years,Femme,17100.0
1991,Edmonton,25 to 34 years,Homme,55700.0
1991,Edmonton,25 to 34 years,Femme,34900.0
1991,Edmonton,35 to 44 years,Homme,72100.0
1991,Edmonton,35 to 44 years,Femme,38100.0
1991,Edmonton,45 to 54 years,Homme,72300.0
1991,Edmonton,45 to 54 years,Femme,42800.0
1991,Edmonton,55 to 64 years,Homme,56900.0
1991,Edmonton,55 to 64 years,Femme,33600.0
1991,Edmonton,65 years and over,Homme,38400.0
1991,Edmonton,65 years and over,Femme,22600.0
1991,Vancouver,15 to 24 years,Homme,21400.0
1991,Vancouver,15 to 24 years,Femme,14400.0
1991,Vancouver,25 to 34 years,Homme,55800.0
1991,Vancouver,25 to 34 years,Femme,36900.0
1991,Vancouver,35 to 44 years,Homme,71100.0
1991,Vancouver,35 to 44 years,Femme,46300.0
1991,Vancouver,45 to 54 years,Homme,77700.0
1991,Vancouver,45 to 54 years,Femme,38700.0
1991,Vancouver,55 to 64 years,Homme,58800.0
1991,Vancouver,55 to 64 years,Femme,29900.0
1991,Vancouver,65 years and over,Homme,37800.0
1991,Vancouver,65 years and over,Femme,23500.0
1992,Québec,15 to 24 years,Homme,12200.0
1992,Québec,15 to 24 years,Femme,11500.0
1992,Québec,25 to 34 years,Homme,47900.0
1992,Québec,25 to 34 years,Femme,31700.0
1992,Québec,35 to 44 years,Homme,70300.0
1992,Québec,35 to 44 years,Femme,39100.0
1992,Québec,45 to 54 years,Homme,68200.0
1992,Québec,45 to 54 years,Femme,30300.0
1992,Québec,55 to 64 years,Homme,33600.0
1992,Québec,55 to 64 years,Femme,20800.0
1992,Québec,65 years and over,Homme,29200.0
1992,Québec,65 years and over,Femme,22600.0
1992,Montréal,15 to 24 years,Homme,10500.0
1992,Montréal,15 to 24 years,Femme,12200.0
1992,Montréal,25 to 34 years,Homme,48500.0
1992,Montréal,25 to 34 years,Femme,35500.0
1992,Montréal,35 to 44 years,Homme,65300.0
1992,Montréal,35 to 44 years,Femme,42700.0
1992,Montréal,45 to 54 years,Homme,61900.0
1992,Montréal,45 to 54 years,Femme,34800.0
1992,Montréal,55 to 64 years,Homme,48300.0
1992,Montréal,55 to 64 years,Femme,26000.0
1992,Montréal,65 years and over,Homme,32000.0
1992,Montréal,65 years and over,Femme,23300.0
1992,Ottawa,15 to 24 years,Homme,18100.0
1992,Ottawa,15 to 24 years,Femme,13400.0
1992,Ottawa,25 to 34 years,Homme,57600.0
1992,Ottawa,25 to 34 years,Femme,47700.0
1992,Ottawa,35 to 44 years,Homme,66300.0
1992,Ottawa,35 to 44 years,Femme,57200.0
1992,Ottawa,45 to 54 years,Homme,82800.0
1992,Ottawa,45 to 54 years,Femme,49700.0
1992,Ottawa,55 to 64 years,Homme,61200.0
1992,Ottawa,55 to 64 years,Femme,26100.0
1992,Ottawa,65 years and over,Homme,46400.0
1992,Ottawa,65 years and over,Femme,28700.0
1992,Toronto,15 to 24 years,Homme,10900.0
1992,Toronto,15 to 24 years,Femme,10900.0
1992,Toronto,25 to 34 years,Homme,54100.0
1992,Toronto,25 to 34 years,Femme,50000.0
1992,Toronto,35 to 44 years,Homme,70500.0
1992,Toronto,35 to 44 years,Femme,47900.0
1992,Toronto,45 to 54 years,Homme,70900.0
1992,Toronto,45 to 54 years,Femme,50400.0
1992,Toronto,55 to 64 years,Homme,67000.0
1992,Toronto,55 to 64 years,Femme,21500.0
1992,Toronto,65 years and over,Homme,42400.0
1992,Toronto,65 years and over,Femme,24700.0
1992,Winnipeg,15 to 24 years,Homme,14200.0
1992,Winnipeg,15 to 24 years,Femme,14300.0
1992,Winnipeg,25 to 34 years,Homme,43500.0
1992,Winnipeg,25 to 34 years,Femme,35400.0
1992,Winnipeg,35 to 44 years,Homme,62400.0
1992,Winnipeg,35 to 44 years,Femme,41300.0
1992,Winnipeg,45 to 54 years,Homme,73500.0
1992,Winnipeg,45 to 54 years,Femme,35900.0
1992,Winnipeg,55 to 64 years,Homme,64100.0
1992,Winnipeg,55 to 64 years,Femme,22400.0
1992,Winnipeg,65 years and over,Homme,31400.0
1992,Winnipeg,65 years and over,Femme,24700.0
1992,Calgary,15 to 24 years,Homme,12800.0
1992,Calgary,15 to 24 years,Femme,11500.0
1992,Calgary,25 to 34 years,Homme,51600.0
1992,Calgary,25 to 34 years,Femme,37900.0
1992,Calgary,35 to 44 years,Homme,72800.0
1992,Calgary,35 to 44 years,Femme,37100.0
1992,Calgary,45 to 54 years,Homme,72800.0
1992,Calgary,45 to 54 years,Femme,46000.0
1992,Calgary,55 to 64 years,Homme,52700.0
1992,Calgary,55 to 64 years,Femme,35700.0
1992,Calgary,65 years and over,Homme,31000.0
1992,Calgary,65 years and over,Femme,23000.0
1992,Edmonton,15 to 24 years,Homme,13000.0
1992,Edmonton,15 to 24 years,Femme,11800.0
1992,Edmonton,25 to 34 years,Homme,51200.0
1992,Edmonton,25 to 34 years,Femme,36100.0
1992,Edmonton,35 to 44 years,Homme,65900.0
1992,Edmonton,35 to 44 years,Femme,46900.0
1992,Edmonton,45 to 54 years,Homme,72800.0
1992,Edmonton,45 to 54 years,Femme,40300.0
1992,Edmonton,55 to 64 years,Homme,61900.0
1992,Edmonton,55 to 64 years,Femme,26800.0
1992,Edmonton,65 years and over,Homme,32300.0
1992,Edmonton,65 years and over,Femme,23000.0
1992,Vancouver,15 to 24 years,Homme,16500.0
1992,Vancouver,15 to 24 years,Femme,14000.0
1992,Vancouver,25 to 34 years,Homme,51600.0
1992,Vancouver,25 to 34 years,Femme,37100.0
1992,Vancouver,35 to 44 years,Homme,75500.0
1992,Vancouver,35 to 44 years,Femme,38600.0
1992,Vancouver,45 to 54 years,Homme,75800.0
1992,Vancouver,45 to 54 years,Femme,53600.0
1992,Vancouver,55 to 64 years,Homme,52100.0
1992,Vancouver,55 to 64 years,Femme,22100.0
1992,Vancouver,65 years and over,Homme,39900.0
1992,Vancouver,65 years and over,Femme,25200.0
1993,Québec,15 to 24 years,Homme,10000.0
1993,Québec,15 to 24 years,Femme,10500.0
1993,Québec,25 to 34 years,Homme,48600.0
1993,Québec,25 to 34 years,Femme,34300.0
1993,Québec,35 to 44 years,Homme,63700.0
1993,Québec,35 to 44 years,Femme,41400.0
1993,Québec,45 to 54 years,Homme,71300.0
1993,Québec,45 to 54 years,Femme,37900.0
1993,Québec,55 to 64 years,Homme,47200.0
1993,Québec,55 to 64 years,Femme,23500.0
1993,Québec,65 years and over,Homme,32500.0
1993,Québec,65 years and over,Femme,23400.0
1993,Montréal,15 to 24 years,Homme,15500.0
1993,Montréal,15 to 24 years,Femme,11700.0
1993,Montréal,25 to 34 years,Homme,39700.0
1993,Montréal,25 to 34 years,Femme,31100.0
1993,Montréal,35 to 44 years,Homme,61300.0
1993,Montréal,35 to 44 years,Femme,36500.0
1993,Montréal,45 to 54 years,Homme,60200.0
1993,Montréal,45 to 54 years,Femme,29200.0
1993,Montréal,55 to 64 years,Homme,52600.0
1993,Montréal,55 to 64 years,Femme,20000.0
1993,Montréal,65 years and over,Homme,37400.0
1993,Montréal,65 years and over,Femme,23200.0
1993,Ottawa,15 to 24 years,Homme,14800.0
1993,Ottawa,15 to 24 years,Femme,14600.0
1993,Ottawa,25 to 34 years,Homme,56300.0
1993,Ottawa,25 to 34 years,Femme,45400.0
1993,Ottawa,35 to 44 years,Homme,73300.0
1993,Ottawa,35 to 44 years,Femme,55500.0
1993,Ottawa,45 to 54 years,Homme,86400.0
1993,Ottawa,45 to 54 years,Femme,47000.0
1993,Ottawa,55 to 64 years,Homme,52700.0
1993,Ottawa,55 to 64 years,Femme,23000.0
1993,Ottawa,65 years and over,Homme,65300.0
1993,Ottawa,65 years and over,Femme,27800.0
1993,Toronto,15 to 24 years,Homme,13600.0
1993,Toronto,15 to 24 years,Femme,12200.0
1993,Toronto,25 to 34 years,Homme,52600.0
1993,Toronto,25 to 34 years,Femme,40900.0
1993,Toronto,35 to 44 years,Homme,58500.0
1993,Toronto,35 to 44 years,Femme,47900.0
1993,Toronto,45 to 54 years,Homme,69500.0
1993,Toronto,45 to 54 years,Femme,45100.0
1993,Toronto,55 to 64 years,Homme,60600.0
1993,Toronto,55 to 64 years,Femme,30000.0
1993,Toronto,65 years and over,Homme,35800.0
1993,Toronto,65 years and over,Femme,22900.0
1993,Winnipeg,15 to 24 years,Homme,13600.0
1993,Winnipeg,15 to 24 years,Femme,12300.0
1993,Winnipeg,25 to 34 years,Homme,41600.0
1993,Winnipeg,25 to 34 years,Femme,37200.0
1993,Winnipeg,35 to 44 years,Homme,56400.0
1993,Winnipeg,35 to 44 years,Femme,40200.0
1993,Winnipeg,45 to 54 years,Homme,72100.0
1993,Winnipeg,45 to 54 years,Femme,33700.0
1993,Winnipeg,55 to 64 years,Homme,55400.0
1993,Winnipeg,55 to 64 years,Femme,24900.0
1993,Winnipeg,65 years and over,Homme,41200.0
1993,Winnipeg,65 years and over,Femme,25700.0
1993,Calgary,15 to 24 years,Homme,14200.0
1993,Calgary,15 to 24 years,Femme,14700.0
1993,Calgary,25 to 34 years,Homme,48200.0
1993,Calgary,25 to 34 years,Femme,33800.0
1993,Calgary,35 to 44 years,Homme,65700.0
1993,Calgary,35 to 44 years,Femme,41900.0
1993,Calgary,45 to 54 years,Homme,63300.0
1993,Calgary,45 to 54 years,Femme,33300.0
1993,Calgary,55 to 64 years,Homme,53000.0
1993,Calgary,55 to 64 years,Femme,24000.0
1993,Calgary,65 years and over,Homme,35600.0
1993,Calgary,65 years and over,Femme,23100.0
1993,Edmonton,15 to 24 years,Homme,15200.0
1993,Edmonton,15 to 24 years,Femme,12900.0
1993,Edmonton,25 to 34 years,Homme,55800.0
1993,Edmonton,25 to 34 years,Femme,34900.0
1993,Edmonton,35 to 44 years,Homme,69100.0
1993,Edmonton,35 to 44 years,Femme,36700.0
1993,Edmonton,45 to 54 years,Homme,77500.0
1993,Edmonton,45 to 54 years,Femme,40000.0
1993,Edmonton,55 to 64 years,Homme,65800.0
1993,Edmonton,55 to 64 years,Femme,31100.0
1993,Edmonton,65 years and over,Homme,33700.0
1993,Edmonton,65 years and over,Femme,23900.0
1993,Vancouver,15 to 24 years,Homme,17400.0
1993,Vancouver,15 to 24 years,Femme,13800.0
1993,Vancouver,25 to 34 years,Homme,45700.0
1993,Vancouver,25 to 34 years,Femme,33600.0
1993,Vancouver,35 to 44 years,Homme,65200.0
1993,Vancouver,35 to 44 years,Femme,41200.0
1993,Vancouver,45 to 54 years,Homme,66300.0
1993,Vancouver,45 to 54 years,Femme,43400.0
1993,Vancouver,55 to 64 years,Homme,49100.0
1993,Vancouver,55 to 64 years,Femme,25100.0
1993,Vancouver,65 years and over,Homme,42100.0
1993,Vancouver,65 years and over,Femme,24000.0
1994,Québec,15 to 24 years,Homme,13500.0
1994,Québec,15 to 24 years,Femme,9400.0
1994,Québec,25 to 34 years,Homme,45100.0
1994,Québec,25 to 34 years,Femme,34900.0
1994,Québec,35 to 44 years,Homme,65600.0
1994,Québec,35 to 44 years,Femme,47200.0
1994,Québec,45 to 54 years,Homme,65900.0
1994,Québec,45 to 54 years,Femme,30800.0
1994,Québec,55 to 64 years,Homme,55400.0
1994,Québec,55 to 64 years,Femme,19600.0
1994,Québec,65 years and over,Homme,40600.0
1994,Québec,65 years and over,Femme,23400.0
1994,Montréal,15 to 24 years,Homme,11800.0
1994,Montréal,15 to 24 years,Femme,13100.0
1994,Montréal,25 to 34 years,Homme,48100.0
1994,Montréal,25 to 34 years,Femme,32400.0
1994,Montréal,35 to 44 years,Homme,59900.0
1994,Montréal,35 to 44 years,Femme,38100.0
1994,Montréal,45 to 54 years,Homme,59300.0
1994,Montréal,45 to 54 years,Femme,37100.0
1994,Montréal,55 to 64 years,Homme,50300.0
1994,Montréal,55 to 64 years,Femme,17500.0
1994,Montréal,65 years and over,Homme,32100.0
1994,Montréal,65 years and over,Femme,23500.0
1994,Ottawa,15 to 24 years,Homme,13500.0
1994,Ottawa,15 to 24 years,Femme,10300.0
1994,Ottawa,25 to 34 years,Homme,50800.0
1994,Ottawa,25 to 34 years,Femme,44100.0
1994,Ottawa,35 to 44 years,Homme,69100.0
1994,Ottawa,35 to 44 years,Femme,52200.0
1994,Ottawa,45 to 54 years,Homme,96100.0
1994,Ottawa,45 to 54 years,Femme,47100.0
1994,Ottawa,55 to 64 years,Homme,58200.0
1994,Ottawa,55 to 64 years,Femme,25000.0
1994,Ottawa,65 years and over,Homme,43300.0
1994,Ottawa,65 years and over,Femme,27100.0
1994,Toronto,15 to 24 years,Homme,14700.0
1994,Toronto,15 to 24 years,Femme,13000.0
1994,Toronto,25 to 34 years,Homme,56800.0
1994,Toronto,25 to 34 years,Femme,41600.0
1994,Toronto,35 to 44 years,Homme,73200.0
1994,Toronto,35 to 44 years,Femme,45800.0
1994,Toronto,45 to 54 years,Homme,75100.0
1994,Toronto,45 to 54 years,Femme,47400.0
1994,Toronto,55 to 64 years,Homme,56300.0
1994,Toronto,55 to 64 years,Femme,25200.0
1994,Toronto,65 years and over,Homme,42500.0
1994,Toronto,65 years and over,Femme,25400.0
1994,Winnipeg,15 to 24 years,Homme,14800.0
1994,Winnipeg,15 to 24 years,Femme,13100.0
1994,Winnipeg,25 to 34 years,Homme,51200.0
1994,Winnipeg,25 to 34 years,Femme,33500.0
1994,Winnipeg,35 to 44 years,Homme,62000.0
1994,Winnipeg,35 to 44 years,Femme,38500.0
1994,Winnipeg,45 to 54 years,Homme,75100.0
1994,Winnipeg,45 to 54 years,Femme,40000.0
1994,Winnipeg,55 to 64 years,Homme,52200.0
1994,Winnipeg,55 to 64 years,Femme,24300.0
1994,Winnipeg,65 years and over,Homme,34700.0
1994,Winnipeg,65 years and over,Femme,25100.0
1994,Calgary,15 to 24 years,Homme,16000.0
1994,Calgary,15 to 24 years,Femme,11300.0
